"BehaviorSpace results (NetLogo 7.0.0)","Table version 2.0"
"Segregation.nlogox"
"evolutivo_densidad"
"10/26/2025 18:00:30:650 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","visualization","%-similar-wanted","density","[step]","count turtles with [ not happy? ]","percent-similar","percent-unhappy"
"51","square-x","60","80","27","13","95.71984435797665","0.6307617661329452"
"54","square-x","60","80","12","118","91.31794489947877","5.717054263565891"
"53","square-x","60","80","9","228","86.43970819625233","10.841654778887303"
"52","square-x","60","80","23","27","95.5953395851094","1.275992438563327"
"47","square-x","60","70","30","1","96.21183565774595","0.05482456140350877"
"51","square-x","60","80","28","11","95.85701465749327","0.5337214944201845"
"48","square-x","60","70","25","4","96.4782029316581","0.22209883398112162"
"49","square-x","60","70","23","1","96.4087870105062","0.05571030640668524"
"52","square-x","60","80","24","21","95.6114188325522","0.9924385633270321"
"51","square-x","60","80","29","12","95.9742592038312","0.5822416302765648"
"54","square-x","60","80","13","95","92.72482820436213","4.602713178294573"
"55","square-x","60","80","2","906","61.402492031295274","42.95874822190612"
"52","square-x","60","80","25","20","95.89313627966463","0.945179584120983"
"51","square-x","60","80","30","6","96.13888057467824","0.2911208151382824"
"53","square-x","60","80","10","184","88.58086756679116","8.74940561103186"
"52","square-x","60","80","26","14","96.10684853651605","0.6616257088846881"
"48","square-x","60","70","26","1","96.41025641025641","0.055524708495280406"
"51","square-x","60","80","31","4","96.13945832709861","0.19408054342552158"
"52","square-x","60","80","27","9","96.17843443670976","0.42533081285444235"
"47","square-x","60","70","31","1","96.21326299924642","0.05482456140350877"
"51","square-x","60","80","32","4","96.22810956443647","0.19408054342552158"
"55","square-x","60","80","3","654","68.59384079023823","31.0099573257468"
"52","square-x","60","80","28","7","96.30734270700184","0.33081285444234404"
"54","square-x","60","80","14","79","93.10859188544153","3.827519379844961"
"48","square-x","60","70","27","0","96.50389511685351","0"
"49","square-x","60","70","24","1","96.46541841803592","0.05571030640668524"
"51","square-x","60","80","33","4","96.1987428913499","0.19408054342552158"
"54","square-x","60","80","15","60","94.07816229116945","2.9069767441860463"
"51","square-x","60","80","34","5","96.25916504563818","0.24260067928190196"
"52","square-x","60","80","29","8","96.34995029115181","0.3780718336483932"
"55","square-x","60","80","4","518","74.14141414141415","24.561403508771928"
"53","square-x","60","80","11","144","90.10499065151734","6.847360912981455"
"47","square-x","60","70","32","0","96.27118644067797","0"
"51","square-x","60","80","35","4","96.24420170582074","0.19408054342552158"
"52","square-x","60","80","30","7","96.37681159420289","0.33081285444234404"
"51","square-x","60","80","36","4","96.24420170582074","0.19408054342552158"
"52","square-x","60","80","31","4","96.39102017618642","0.1890359168241966"
"49","square-x","60","70","25","0","96.50429799426934","0"
"54","square-x","60","80","16","43","94.6829050943116","2.083333333333333"
"52","square-x","60","80","32","6","96.40522875816994","0.28355387523629494"
"55","square-x","60","80","5","420","78.63937734217353","19.91465149359886"
"51","square-x","60","80","37","3","96.30405506509054","0.1455604075691412"
"52","square-x","60","80","33","9","96.2947189097104","0.42533081285444235"
"51","square-x","60","80","38","3","96.32011967090502","0.1455604075691412"
"53","square-x","60","80","12","121","91.20689655172414","5.753685211602472"
"51","square-x","60","80","39","2","96.28964691801316","0.09704027171276079"
"52","square-x","60","80","34","6","96.4894826606026","0.28355387523629494"
"54","square-x","60","80","17","37","95.20833333333333","1.7926356589147288"
"55","square-x","60","80","6","318","81.8663990825688","15.078236130867708"
"51","square-x","60","80","40","2","96.34839868302903","0.09704027171276079"
"52","square-x","60","80","35","7","96.46055437100213","0.33081285444234404"
"56","square-x","60","80","0","1388","50.10491606714629","66.4750957854406"
"57","square-x","60","80","0","1320","51.01449275362319","63.86066763425254"
"51","square-x","60","80","41","2","96.34894508454288","0.09704027171276079"
"51","square-x","60","80","42","1","96.3622754491018","0.048520135856380396"
"52","square-x","60","80","36","7","96.43516545945178","0.33081285444234404"
"55","square-x","60","80","7","243","84.9575356268893","11.522048364153626"
"53","square-x","60","80","13","100","91.97006763563103","4.75511174512601"
"51","square-x","60","80","43","1","96.39113507038036","0.048520135856380396"
"52","square-x","60","80","37","4","96.47677226878818","0.1890359168241966"
"54","square-x","60","80","18","34","95.32668551867837","1.6472868217054266"
"51","square-x","60","80","44","1","96.39113507038036","0.048520135856380396"
"52","square-x","60","80","38","3","96.53261332954384","0.14177693761814747"
"54","square-x","60","80","19","26","95.70917759237187","1.2596899224806202"
"58","square-x","60","80","0","1462","49.10504694835681","69.35483870967742"
"55","square-x","60","80","8","185","87.77071902974299","8.771929824561402"
"51","square-x","60","80","45","0","96.40718562874252","0"
"52","square-x","60","80","39","2","96.56152315998864","0.0945179584120983"
"57","square-x","60","80","1","1020","57.796226415094345","49.34687953555878"
"54","square-x","60","80","20","25","95.80544399821508","1.2112403100775195"
"52","square-x","60","80","40","1","96.58994032395567","0.04725897920604915"
"55","square-x","60","80","9","154","89.38129496402878","7.302038880986249"
"53","square-x","60","80","14","87","92.49568717653824","4.136947218259629"
"52","square-x","60","80","41","2","96.60463133967893","0.0945179584120983"
"59","square-x","60","80","0","1383","50.59046508237353","65.45196403218173"
"56","square-x","60","80","1","1024","58.51269110880214","49.042145593869726"
"52","square-x","60","80","42","1","96.66003411028994","0.04725897920604915"
"55","square-x","60","80","10","137","89.79181622397702","6.495969653864391"
"54","square-x","60","80","21","20","96.07462686567165","0.9689922480620154"
"52","square-x","60","80","43","1","96.64677465188974","0.04725897920604915"
"53","square-x","60","80","15","82","93.27392929002588","3.8991916310033283"
"58","square-x","60","80","1","1115","56.586216923524276","52.893738140417454"
"59","square-x","60","80","1","1096","57.3288959629576","51.86938002839565"
"52","square-x","60","80","44","1","96.64677465188974","0.04725897920604915"
"55","square-x","60","80","11","127","90.82568807339449","6.02181128496918"
"52","square-x","60","80","45","1","96.64677465188974","0.04725897920604915"
"53","square-x","60","80","16","75","93.36010325541373","3.566333808844508"
"52","square-x","60","80","46","1","96.64677465188974","0.04725897920604915"
"54","square-x","60","80","22","15","96.23455871409436","0.7267441860465116"
"52","square-x","60","80","47","1","96.64677465188974","0.04725897920604915"
"55","square-x","60","80","12","98","92.0578133943904","4.6467520151730675"
"57","square-x","60","80","2","799","64.65972536592727","38.65505563618771"
"59","square-x","60","80","2","875","62.87364620938628","41.410317084713675"
"52","square-x","60","80","48","1","96.63256606990622","0.04725897920604915"
"54","square-x","60","80","23","13","96.30457457904932","0.6298449612403101"
"53","square-x","60","80","17","60","93.61610352264557","2.8530670470756063"
"52","square-x","60","80","49","1","96.64677465188974","0.04725897920604915"
"54","square-x","60","80","24","13","96.48076349537727","0.6298449612403101"
"55","square-x","60","80","13","86","92.88888888888889","4.077761972498815"
"52","square-x","60","80","50","2","96.63304446654354","0.0945179584120983"
"54","square-x","60","80","25","14","96.44080416976918","0.6782945736434108"
"59","square-x","60","80","3","682","69.10007199424047","32.27638428774255"
"56","square-x","60","80","2","775","64.76821192052981","37.116858237547895"
"58","square-x","60","80","2","837","64.17758369723435","39.705882352941174"
"53","square-x","60","80","18","54","94.0973718224903","2.5677603423680457"
"57","square-x","60","80","3","615","69.98801318549596","29.753265602322205"
"55","square-x","60","80","14","80","93.1148010306327","3.793266951161688"
"52","square-x","60","80","51","2","96.57621821281433","0.0945179584120983"
"52","square-x","60","80","52","1","96.63208753730282","0.04725897920604915"
"53","square-x","60","80","19","40","94.68848693654895","1.9020446980504042"
"55","square-x","60","80","15","70","93.28091493924232","3.319108582266477"
"54","square-x","60","80","26","8","96.6010733452594","0.3875968992248062"
"59","square-x","60","80","4","588","73.106824071408","27.82773308092759"
"52","square-x","60","80","53","0","96.66050873951968","0"
"55","square-x","60","80","16","70","93.86880091467772","3.319108582266477"
"56","square-x","60","80","3","622","70.77652637818613","29.789272030651343"
"54","square-x","60","80","27","8","96.68006550543397","0.3875968992248062"
"58","square-x","60","80","3","640","69.92057761732852","30.36053130929791"
"60","square-x","60","80","0","1431","49.99251384937865","68.66602687140116"
"53","square-x","60","80","20","38","95.048794489093","1.8069424631478839"
"59","square-x","60","80","5","492","76.37931034482759","23.28442972077615"
"55","square-x","60","80","17","53","94.08579164885279","2.5130393551446186"
"54","square-x","60","80","28","10","96.54504839910648","0.4844961240310077"
"57","square-x","60","80","4","490","74.97749774977498","23.705853894533142"
"56","square-x","60","80","4","522","74.80960749853544","25"
"55","square-x","60","80","18","37","94.7819871336669","1.7543859649122806"
"53","square-x","60","80","21","31","95.30577088716625","1.474084640989063"
"58","square-x","60","80","4","527","74.02821767923984","25"
"59","square-x","60","80","6","395","79.54805491990847","18.69380028395646"
"60","square-x","60","80","1","1132","56.20056707954036","54.31861804222648"
"55","square-x","60","80","19","28","95.1951951951952","1.327643432906591"
"54","square-x","60","80","29","6","96.7549866031557","0.29069767441860467"
"57","square-x","60","80","5","423","78.04914370811615","20.4644412191582"
"59","square-x","60","80","7","316","83.05133352451965","14.955040227165167"
"53","square-x","60","80","22","24","95.5491744436468","1.1412268188302426"
"56","square-x","60","80","5","431","78.24556256417779","20.64176245210728"
"60","square-x","60","80","2","878","62.29386421036993","42.130518234165066"
"55","square-x","60","80","20","26","95.31428571428572","1.2328117591275487"
"58","square-x","60","80","5","378","80.10093727469358","17.93168880455408"
"54","square-x","60","80","30","5","96.7549866031557","0.24224806201550386"
"59","square-x","60","80","8","248","85.40950744558991","11.736867013724563"
"57","square-x","60","80","6","326","81.73034041920619","15.771649733913884"
"54","square-x","60","80","31","4","96.91780821917808","0.1937984496124031"
"53","square-x","60","80","23","22","95.54853532452613","1.0461245839277222"
"55","square-x","60","80","21","25","95.6763698630137","1.1853959222380275"
"54","square-x","60","80","32","2","96.93315468214976","0.09689922480620156"
"60","square-x","60","80","3","712","67.44013089394616","34.16506717850288"
"59","square-x","60","80","9","194","87.71253036148022","9.181258873639376"
"55","square-x","60","80","22","23","95.65279361459521","1.0905642484589853"
"54","square-x","60","80","33","1","96.99180938198064","0.04844961240310078"
"56","square-x","60","80","6","334","82.31939163498099","15.996168582375478"
"57","square-x","60","80","7","260","84.57304373698304","12.578616352201259"
"58","square-x","60","80","6","317","83.38593974175036","15.037950664136623"
"53","square-x","60","80","24","22","95.60155239327295","1.0461245839277222"
"60","square-x","60","80","4","564","72.86283773807766","27.06333973128599"
"55","square-x","60","80","23","21","95.96912521440824","0.995732574679943"
"59","square-x","60","80","10","170","89.5014997857449","8.045433033601515"
"54","square-x","60","80","34","1","96.96292987941045","0.04844961240310078"
"57","square-x","60","80","8","220","86.7223631209906","10.643444605708757"
